id,name,type,price,shipping_price,description_length,reviews,product_images,product_videos,advertisement,date_listed,user_id,item_id,date_created,date_cart_transition,total_days_before_cart_creation,became_order
1116,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1116,9,2025-03-26,2025-03-26,68.0,1
1117,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,1117,11,2025-03-27,2025-04-03,60.0,0
1118,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,1118,13,2025-03-30,2025-03-30,70.0,1
1119,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1119,9,2025-04-01,2025-04-01,74.0,1
1120,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1120,9,2025-03-08,2025-03-08,50.0,1
1121,game,software,468.83,0,385,158,2,14,28296,2025-01-10,1121,7,2025-04-04,2025-04-04,84.0,1
1122,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,1122,4,2025-03-22,2025-03-22,66.0,1
1123,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,1123,3,2025-03-19,2025-03-19,69.0,1
1124,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,1124,10,2025-03-30,2025-03-30,77.0,0
1125,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,1125,5,2025-04-05,2025-04-05,71.0,1
1126,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,1126,8,2025-03-29,2025-03-29,65.0,1
1127,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,1127,6,2025-03-09,2025-03-09,53.0,1
1128,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1128,12,2025-03-30,2025-03-30,71.0,1
1129,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,1129,6,2025-03-19,2025-03-19,63.0,1
1130,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,1130,13,2025-03-17,2025-03-17,57.0,1
1131,game,software,468.83,0,385,158,2,14,28296,2025-01-10,1131,7,2025-04-01,2025-04-01,81.0,1
1132,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,1132,8,2025-03-30,2025-04-06,66.0,0
1133,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,1133,10,2025-03-14,2025-03-21,61.0,0
1134,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,1134,1,2025-03-18,2025-03-18,72.0,0
1135,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,1135,13,2025-03-16,2025-03-16,56.0,0
1136,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,1136,5,2025-04-01,2025-04-01,67.0,1
1137,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,1137,15,2025-03-07,2025-03-07,42.0,1
1138,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,1138,4,2025-03-26,2025-03-26,70.0,1
1139,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,1139,3,2025-03-30,2025-03-30,80.0,1
1140,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1140,9,2025-03-23,2025-03-23,65.0,1
1141,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,1141,3,2025-03-17,2025-03-24,67.0,0
1142,game,software,468.83,0,385,158,2,14,28296,2025-01-10,1142,7,2025-04-01,2025-04-08,81.0,0
1143,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1143,9,2025-03-20,2025-03-20,62.0,1
1144,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1144,9,2025-03-24,2025-03-24,66.0,1
1145,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,1145,13,2025-03-18,2025-03-25,58.0,0
1146,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1146,9,2025-03-21,2025-03-21,63.0,1
1147,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,1147,10,2025-03-20,2025-03-27,67.0,0
1148,game,software,468.83,0,385,158,2,14,28296,2025-01-10,1148,7,2025-03-26,2025-03-26,75.0,1
1149,game,software,468.83,0,385,158,2,14,28296,2025-01-10,1149,7,2025-03-23,2025-03-23,72.0,0
1150,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,1150,3,2025-03-07,2025-03-07,57.0,1
1151,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,1151,1,2025-03-16,2025-03-23,70.0,0
1152,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,1152,6,2025-03-27,2025-03-27,71.0,1
1153,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,1153,14,2025-03-12,2025-03-12,59.0,0
1154,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,1154,10,2025-03-23,2025-03-30,70.0,0
1155,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,1155,1,2025-03-24,2025-03-31,78.0,0
1156,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,1156,8,2025-03-12,2025-03-19,48.0,0
1157,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,1157,3,2025-03-13,2025-03-13,63.0,0
1158,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,1158,3,2025-03-30,2025-03-30,80.0,1
1159,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,1159,6,2025-03-24,2025-03-24,68.0,1
1160,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,1160,10,2025-03-23,2025-03-30,70.0,0
1161,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,1161,11,2025-04-03,2025-04-10,67.0,0
1162,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,1162,15,2025-03-20,2025-03-20,55.0,1
1163,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1163,12,2025-03-30,2025-03-30,71.0,1
1164,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,1164,6,2025-04-05,2025-04-05,80.0,1
1165,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,1165,11,2025-03-02,2025-03-02,35.0,0
1166,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,1166,6,2025-03-25,2025-03-25,69.0,1
1167,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,1167,6,2025-03-27,2025-03-27,71.0,1
1168,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1168,9,2025-03-09,2025-03-09,51.0,1
1169,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1169,9,2025-04-01,2025-04-01,74.0,1
1170,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,1170,3,2025-03-20,2025-03-27,70.0,0
1171,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,1171,13,2025-03-29,2025-03-29,69.0,1
1172,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,1172,11,2025-03-20,2025-03-20,53.0,0
1173,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,1173,15,2025-03-18,2025-03-18,53.0,1
1174,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,1174,6,2025-03-24,2025-03-24,68.0,1
1175,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1175,9,2025-03-30,2025-03-30,72.0,1
1176,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,1176,5,2025-03-17,2025-03-17,52.0,1
1177,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,1177,15,2025-03-21,2025-03-28,56.0,0
1178,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,1178,13,2025-03-27,2025-03-27,67.0,1
1179,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,1179,6,2025-03-21,2025-03-21,65.0,1
1180,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,1180,15,2025-04-03,2025-04-03,69.0,1
1181,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,1181,11,2025-03-27,2025-03-27,60.0,0
1182,game,software,468.83,0,385,158,2,14,28296,2025-01-10,1182,7,2025-03-27,2025-03-27,76.0,0
1183,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1183,9,2025-03-24,2025-03-24,66.0,1
1184,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1184,12,2025-04-04,2025-04-04,76.0,1
1185,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,1185,4,2025-03-17,2025-03-17,61.0,1
1186,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,1186,2,2025-03-27,2025-03-27,57.0,1
1187,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,1187,5,2025-03-31,2025-03-31,66.0,1
1188,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,1188,8,2025-04-04,2025-04-04,71.0,1
1189,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,1189,6,2025-04-01,2025-04-01,76.0,1
1190,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,1190,3,2025-03-11,2025-03-11,61.0,1
1191,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,1191,4,2025-03-30,2025-03-30,74.0,1
1192,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,1192,13,2025-04-04,2025-04-04,75.0,0
1193,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1193,9,2025-03-28,2025-03-28,70.0,1
1194,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,1194,1,2025-03-19,2025-03-19,73.0,0
1195,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,1195,10,2025-03-28,2025-04-04,75.0,0
1196,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,1196,10,2025-03-27,2025-03-27,74.0,0
1197,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,1197,5,2025-03-29,2025-03-29,64.0,1
1198,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,1198,10,2025-03-10,2025-03-10,57.0,0
1199,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,1199,11,2025-03-31,2025-03-31,64.0,0
1200,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,1200,14,2025-03-13,2025-03-20,60.0,0
1201,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,1201,14,2025-03-20,2025-03-27,67.0,0
1202,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,1202,10,2025-04-02,2025-04-09,80.0,0
1203,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1203,12,2025-03-16,2025-03-16,57.0,1
1204,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,1204,8,2025-03-27,2025-04-03,63.0,0
1205,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,1205,11,2025-03-25,2025-04-01,58.0,0
1206,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,1206,3,2025-03-26,2025-03-26,76.0,0
1207,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1207,9,2025-03-26,2025-03-26,68.0,1
1208,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,1208,2,2025-03-22,2025-03-22,52.0,1
1209,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,1209,5,2025-03-23,2025-03-23,58.0,1
1210,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,1210,1,2025-03-09,2025-03-09,63.0,0
1211,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,1211,3,2025-03-24,2025-03-24,74.0,1
1212,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,1212,4,2025-04-04,2025-04-04,79.0,1
1213,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,1213,8,2025-03-23,2025-03-23,59.0,0
1214,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,1214,3,2025-04-04,2025-04-11,85.0,0
1215,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,1215,2,2025-03-18,2025-03-18,48.0,1
1216,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,1216,15,2025-03-20,2025-03-27,55.0,0
1217,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,1217,13,2025-03-23,2025-03-23,63.0,1
1218,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,1218,11,2025-03-15,2025-03-15,48.0,0
1219,game,software,468.83,0,385,158,2,14,28296,2025-01-10,1219,7,2025-03-21,2025-03-21,70.0,0
1220,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,1220,13,2025-03-19,2025-03-26,59.0,0
1221,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1221,12,2025-03-21,2025-03-21,62.0,1
1222,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,1222,15,2025-03-07,2025-03-07,42.0,0
1223,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,1223,11,2025-03-23,2025-03-23,56.0,0
1224,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,1224,8,2025-03-17,2025-03-17,53.0,0
1225,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,1225,4,2025-03-19,2025-03-19,63.0,1
1226,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,1226,14,2025-03-31,2025-03-31,78.0,0
1227,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,1227,11,2025-03-10,2025-03-10,43.0,0
1228,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,1228,4,2025-04-04,2025-04-04,79.0,1
1229,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,1229,11,2025-03-16,2025-03-23,49.0,0
1230,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,1230,10,2025-04-01,2025-04-01,79.0,0
1231,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,1231,15,2025-03-14,2025-03-14,49.0,1
1232,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1232,9,2025-03-28,2025-03-28,70.0,1
1233,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,1233,14,2025-03-19,2025-03-26,66.0,0
1234,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,1234,15,2025-03-28,2025-04-04,63.0,0
1235,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,1235,15,2025-03-18,2025-03-25,53.0,0
1236,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,1236,4,2025-04-03,2025-04-03,78.0,1
1237,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,1237,1,2025-03-26,2025-03-26,80.0,0
1238,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,1238,14,2025-03-26,2025-03-26,73.0,0
1239,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,1239,8,2025-03-14,2025-03-21,50.0,0
1240,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,1240,1,2025-04-04,2025-04-11,89.0,0
1241,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,1241,4,2025-03-11,2025-03-11,55.0,1
1242,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,1242,8,2025-03-29,2025-03-29,65.0,1
1243,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1243,9,2025-03-27,2025-03-27,69.0,1
1244,game,software,468.83,0,385,158,2,14,28296,2025-01-10,1244,7,2025-04-05,2025-04-05,85.0,1
1245,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,1245,2,2025-03-23,2025-03-23,53.0,1
1246,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,1246,5,2025-03-20,2025-03-20,55.0,1
1247,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,1247,3,2025-03-27,2025-03-27,77.0,1
1248,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,1248,3,2025-04-02,2025-04-02,83.0,0
1249,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,1249,14,2025-03-16,2025-03-23,63.0,0
1250,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,1250,10,2025-03-12,2025-03-12,59.0,0
1251,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,1251,5,2025-03-21,2025-03-21,56.0,1
1252,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1252,12,2025-03-30,2025-03-30,71.0,1
1253,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1253,12,2025-03-10,2025-03-10,51.0,1
1254,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,1254,13,2025-03-30,2025-04-06,70.0,0
1255,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,1255,11,2025-04-03,2025-04-03,67.0,0
1256,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,1256,13,2025-04-02,2025-04-02,73.0,0
1257,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,1257,2,2025-03-26,2025-03-26,56.0,1
1258,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1258,12,2025-04-02,2025-04-02,74.0,1
1259,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,1259,4,2025-04-01,2025-04-01,76.0,1
1260,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,1260,5,2025-03-30,2025-03-30,65.0,1
1261,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,1261,13,2025-03-16,2025-03-23,56.0,0
1262,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,1262,5,2025-03-23,2025-03-23,58.0,1
1263,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,1263,1,2025-03-22,2025-03-29,76.0,0
1264,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,1264,5,2025-03-25,2025-03-25,60.0,1
1265,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1265,12,2025-04-03,2025-04-03,75.0,1
1266,game,software,468.83,0,385,158,2,14,28296,2025-01-10,1266,7,2025-04-01,2025-04-01,81.0,1
1267,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,1267,3,2025-03-15,2025-03-15,65.0,1
1268,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1268,9,2025-03-24,2025-03-24,66.0,1
1269,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1269,9,2025-03-06,2025-03-06,48.0,1
1270,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,1270,8,2025-03-29,2025-03-29,65.0,1
1271,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,1271,15,2025-03-27,2025-03-27,62.0,1
1272,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,1272,11,2025-03-18,2025-03-25,51.0,0
1273,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,1273,15,2025-03-28,2025-04-04,63.0,0
1274,game,software,468.83,0,385,158,2,14,28296,2025-01-10,1274,7,2025-03-15,2025-03-15,64.0,1
1275,game,software,468.83,0,385,158,2,14,28296,2025-01-10,1275,7,2025-03-10,2025-03-10,59.0,0
1276,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,1276,2,2025-03-26,2025-03-26,56.0,1
1277,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,1277,3,2025-03-05,2025-03-05,55.0,1
1278,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,1278,11,2025-03-29,2025-03-29,62.0,0
1279,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,1279,2,2025-03-18,2025-03-18,48.0,1
1280,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,1280,3,2025-04-04,2025-04-04,85.0,0
1281,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1281,12,2025-04-04,2025-04-04,76.0,1
1282,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,1282,3,2025-04-05,2025-04-05,86.0,0
1283,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,1283,13,2025-03-26,2025-03-26,66.0,1
1284,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,1284,13,2025-03-15,2025-03-15,55.0,1
1285,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,1285,11,2025-03-23,2025-03-23,56.0,0
1286,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,1286,1,2025-03-31,2025-04-07,85.0,0
1287,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1287,12,2025-03-28,2025-03-28,69.0,1
1288,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1288,9,2025-03-23,2025-03-23,65.0,1
1289,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,1289,8,2025-03-21,2025-03-21,57.0,1
1290,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,1290,13,2025-03-19,2025-03-19,59.0,1
1291,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,1291,13,2025-03-30,2025-03-30,70.0,1
1292,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,1292,14,2025-04-02,2025-04-02,80.0,0
1293,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1293,12,2025-03-09,2025-03-09,50.0,1
1294,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,1294,11,2025-03-31,2025-03-31,64.0,0
1295,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,1295,10,2025-03-20,2025-03-20,67.0,0
1296,game,software,468.83,0,385,158,2,14,28296,2025-01-10,1296,7,2025-03-15,2025-03-15,64.0,1
1297,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1297,9,2025-03-28,2025-03-28,70.0,1
1298,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,1298,8,2025-03-29,2025-03-29,65.0,1
1299,game,software,468.83,0,385,158,2,14,28296,2025-01-10,1299,7,2025-03-29,2025-03-29,78.0,1
1300,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,1300,1,2025-03-12,2025-03-19,66.0,0
1301,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,1301,13,2025-03-26,2025-04-02,66.0,0
1302,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,1302,15,2025-04-03,2025-04-03,69.0,1
1303,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,1303,15,2025-03-07,2025-03-14,42.0,0
1304,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,1304,5,2025-03-21,2025-03-21,56.0,1
1305,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,1305,1,2025-03-28,2025-03-28,82.0,0
1306,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,1306,11,2025-04-05,2025-04-05,69.0,0
1307,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,1307,1,2025-03-26,2025-03-26,80.0,0
1308,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,1308,10,2025-03-08,2025-03-08,55.0,0
1309,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,1309,10,2025-03-26,2025-03-26,73.0,0
1310,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,1310,10,2025-03-16,2025-03-16,63.0,0
1311,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,1311,2,2025-03-31,2025-03-31,61.0,1
1312,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,1312,5,2025-03-17,2025-03-17,52.0,1
1313,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1313,12,2025-03-14,2025-03-14,55.0,1
1314,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,1314,1,2025-04-01,2025-04-01,86.0,0
1315,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,1315,8,2025-03-10,2025-03-17,46.0,0
1316,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,1316,14,2025-03-22,2025-03-29,69.0,0
1317,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1317,12,2025-03-25,2025-03-25,66.0,1
1318,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1318,12,2025-04-03,2025-04-03,75.0,1
1319,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1319,12,2025-03-13,2025-03-13,54.0,1
1320,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,1320,1,2025-03-14,2025-03-14,68.0,0
1321,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,1321,5,2025-03-27,2025-03-27,62.0,1
1322,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,1322,14,2025-03-23,2025-03-30,70.0,0
1323,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,1323,10,2025-03-14,2025-03-14,61.0,0
1324,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,1324,2,2025-03-18,2025-03-18,48.0,1
1325,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1325,9,2025-03-22,2025-03-22,64.0,1
1326,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1326,12,2025-03-21,2025-03-21,62.0,1
1327,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,1327,2,2025-03-10,2025-03-10,40.0,1
1328,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,1328,4,2025-03-25,2025-03-25,69.0,1
1329,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,1329,13,2025-03-30,2025-03-30,70.0,1
1330,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,1330,1,2025-03-22,2025-03-22,76.0,0
1331,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,1331,11,2025-03-20,2025-03-27,53.0,0
1332,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,1332,4,2025-03-17,2025-03-17,61.0,1
1333,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,1333,2,2025-03-22,2025-03-22,52.0,1
1334,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1334,12,2025-03-26,2025-03-26,67.0,1
1335,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,1335,14,2025-03-19,2025-03-19,66.0,0
1336,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1336,12,2025-03-12,2025-03-12,53.0,1
1337,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,1337,8,2025-03-16,2025-03-23,52.0,0
1338,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,1338,9,2025-03-22,2025-03-22,64.0,1
1339,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,1339,8,2025-03-27,2025-04-03,63.0,0
1340,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,1340,5,2025-03-25,2025-03-25,60.0,1
1341,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,1341,2,2025-03-21,2025-03-21,51.0,1
1342,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,1342,14,2025-03-13,2025-03-20,60.0,0
1343,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,1343,6,2025-03-22,2025-03-22,66.0,1
1344,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,1344,12,2025-04-05,2025-04-05,77.0,1
1345,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,1345,6,2025-03-09,2025-03-09,53.0,1
1346,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,1346,2,2025-03-02,2025-03-02,32.0,1
