id,user_id,item_id,date_created,date_cart_transition,became_order
2405,2405,4,2025-03-26,2025-03-26,1
2406,2406,11,2025-03-24,2025-03-31,0
2407,2407,7,2025-03-30,2025-03-30,0
2408,2408,9,2025-03-14,2025-03-14,1
2409,2409,13,2025-03-14,2025-03-14,1
2410,2410,11,2025-03-21,2025-03-21,0
2411,2411,10,2025-03-21,2025-03-28,0
2412,2412,6,2025-03-24,2025-03-24,1
2413,2413,9,2025-03-26,2025-03-26,1
2414,2414,10,2025-03-23,2025-03-23,0
2415,2415,8,2025-03-21,2025-03-21,1
2416,2416,13,2025-03-22,2025-03-22,0
2417,2417,1,2025-03-25,2025-04-01,0
2418,2418,15,2025-03-23,2025-03-30,0
2419,2419,15,2025-03-14,2025-03-21,0
2420,2420,5,2025-03-30,2025-03-30,1
2421,2421,2,2025-03-13,2025-03-13,1
2422,2422,5,2025-03-28,2025-03-28,1
2423,2423,5,2025-03-17,2025-03-17,1
2424,2424,2,2025-03-28,2025-03-28,1
2425,2425,6,2025-04-05,2025-04-05,1
2426,2426,6,2025-03-25,2025-03-25,1
2427,2427,4,2025-03-26,2025-03-26,1
2428,2428,12,2025-03-14,2025-03-14,1
2429,2429,4,2025-03-26,2025-03-26,1
2430,2430,10,2025-03-18,2025-03-25,0
2431,2431,5,2025-03-25,2025-03-25,1
2432,2432,8,2025-03-10,2025-03-17,0
2433,2433,9,2025-03-26,2025-03-26,1
2434,2434,4,2025-03-23,2025-03-23,1
2435,2435,11,2025-03-21,2025-03-21,0
2436,2436,4,2025-03-28,2025-03-28,1
2437,2437,14,2025-03-11,2025-03-18,0
2438,2438,6,2025-03-30,2025-03-30,1
2439,2439,5,2025-03-15,2025-03-15,1
2440,2440,5,2025-04-04,2025-04-04,1
2441,2441,5,2025-03-19,2025-03-19,1
2442,2442,7,2025-03-22,2025-03-22,1
2443,2443,8,2025-03-15,2025-03-15,0
2444,2444,5,2025-03-21,2025-03-21,1
2445,2445,2,2025-03-14,2025-03-14,1
2446,2446,4,2025-03-07,2025-03-07,1
2447,2447,15,2025-03-21,2025-03-21,0
2448,2448,1,2025-03-21,2025-03-28,0
2449,2449,7,2025-03-30,2025-03-30,1
2450,2450,2,2025-03-19,2025-03-19,1
2451,2451,5,2025-04-01,2025-04-01,1
2452,2452,7,2025-03-11,2025-03-11,1
2453,2453,2,2025-03-10,2025-03-10,1
2454,2454,15,2025-04-01,2025-04-01,1
2455,2455,11,2025-04-02,2025-04-02,0
2456,2456,11,2025-04-04,2025-04-04,0
2457,2457,6,2025-03-31,2025-03-31,1
2458,2458,1,2025-03-28,2025-03-28,0
2459,2459,10,2025-04-05,2025-04-05,0
2460,2460,13,2025-03-24,2025-03-24,1
2461,2461,8,2025-04-01,2025-04-01,1
2462,2462,15,2025-04-04,2025-04-04,1
2463,2463,11,2025-04-04,2025-04-11,0
2464,2464,14,2025-03-18,2025-03-18,0
2465,2465,11,2025-03-08,2025-03-15,0
2466,2466,13,2025-04-02,2025-04-02,0
2467,2467,12,2025-03-14,2025-03-14,1
2468,2468,10,2025-03-25,2025-04-01,0
2469,2469,5,2025-03-20,2025-03-20,1
2470,2470,10,2025-03-24,2025-03-31,0
2471,2471,15,2025-03-27,2025-03-27,0
2472,2472,13,2025-03-31,2025-04-07,0
2473,2473,1,2025-03-23,2025-03-30,0
2474,2474,13,2025-03-29,2025-04-05,0
2475,2475,3,2025-03-11,2025-03-11,0
2476,2476,9,2025-03-25,2025-03-25,1
2477,2477,9,2025-03-22,2025-03-22,1
2478,2478,7,2025-03-27,2025-04-03,0
2479,2479,10,2025-03-14,2025-03-21,0
2480,2480,7,2025-03-18,2025-03-18,0
2481,2481,9,2025-03-23,2025-03-23,1
2482,2482,2,2025-03-26,2025-03-26,1
2483,2483,13,2025-03-27,2025-03-27,1
2484,2484,5,2025-03-16,2025-03-16,1
2485,2485,3,2025-03-21,2025-03-21,1
2486,2486,7,2025-03-27,2025-03-27,1
2487,2487,15,2025-03-21,2025-03-21,1
2488,2488,9,2025-03-11,2025-03-11,1
2489,2489,5,2025-04-04,2025-04-04,1
2490,2490,9,2025-03-21,2025-03-21,1
2491,2491,10,2025-03-30,2025-03-30,0
2492,2492,7,2025-03-25,2025-03-25,1
2493,2493,11,2025-03-19,2025-03-26,0
2494,2494,2,2025-03-22,2025-03-22,1
2495,2495,2,2025-03-17,2025-03-17,1
2496,2496,13,2025-03-22,2025-03-29,0
2497,2497,2,2025-03-11,2025-03-11,1
2498,2498,8,2025-03-15,2025-03-22,0
2499,2499,2,2025-03-15,2025-03-15,1
2500,2500,7,2025-03-28,2025-03-28,0
2501,2501,14,2025-03-18,2025-03-25,0
2502,2502,4,2025-03-22,2025-03-22,1
2503,2503,6,2025-03-27,2025-03-27,1
2504,2504,6,2025-03-17,2025-03-17,1
2505,2505,11,2025-03-19,2025-03-26,0
2506,2506,5,2025-03-18,2025-03-18,1
2507,2507,6,2025-04-03,2025-04-03,1
2508,2508,7,2025-03-18,2025-03-18,1
2509,2509,11,2025-03-27,2025-03-27,0
2510,2510,3,2025-03-22,2025-03-22,1
2511,2511,7,2025-03-12,2025-03-12,1
2512,2512,1,2025-03-18,2025-03-25,0
2513,2513,7,2025-03-28,2025-03-28,0
2514,2514,5,2025-03-08,2025-03-08,1
2515,2515,6,2025-04-05,2025-04-05,1
2516,2516,9,2025-03-26,2025-03-26,1
2517,2517,13,2025-03-25,2025-03-25,1
2518,2518,5,2025-03-31,2025-03-31,1
2519,2519,10,2025-04-02,2025-04-09,0
2520,2520,9,2025-03-19,2025-03-19,1
2521,2521,10,2025-03-30,2025-03-30,0
2522,2522,9,2025-03-24,2025-03-24,1
2523,2523,12,2025-03-21,2025-03-21,1
2524,2524,13,2025-03-08,2025-03-08,1
2525,2525,5,2025-03-11,2025-03-11,1
2526,2526,4,2025-04-04,2025-04-04,1
2527,2527,11,2025-03-28,2025-03-28,0
2528,2528,5,2025-03-13,2025-03-13,1
2529,2529,3,2025-04-04,2025-04-04,0
2530,2530,7,2025-03-20,2025-03-20,1
2531,2531,10,2025-03-26,2025-04-02,0
2532,2532,5,2025-03-19,2025-03-19,1
2533,2533,2,2025-03-16,2025-03-16,1
2534,2534,6,2025-03-26,2025-03-26,1
2535,2535,15,2025-03-19,2025-03-19,1
2536,2536,15,2025-03-04,2025-03-04,0
2537,2537,2,2025-03-18,2025-03-18,1
2538,2538,13,2025-03-29,2025-04-05,0
2539,2539,1,2025-03-13,2025-03-13,0
2540,2540,3,2025-03-13,2025-03-13,1
2541,2541,8,2025-03-28,2025-03-28,0
2542,2542,7,2025-03-13,2025-03-13,1
2543,2543,3,2025-03-26,2025-03-26,1
2544,2544,14,2025-03-27,2025-04-03,0
2545,2545,1,2025-03-20,2025-03-27,0
2546,2546,5,2025-03-31,2025-03-31,1
2547,2547,11,2025-03-28,2025-04-04,0
2548,2548,2,2025-03-21,2025-03-21,1
2549,2549,14,2025-03-25,2025-04-01,0
2550,2550,2,2025-03-29,2025-03-29,1
2551,2551,8,2025-03-29,2025-03-29,1
2552,2552,8,2025-03-09,2025-03-16,0
2553,2553,9,2025-03-22,2025-03-22,1
2554,2554,7,2025-03-09,2025-03-09,1
2555,2555,8,2025-03-07,2025-03-07,0
2556,2556,14,2025-04-01,2025-04-01,0
2557,2557,3,2025-03-23,2025-03-30,0
2558,2558,9,2025-03-22,2025-03-22,1
2559,2559,12,2025-03-16,2025-03-16,1
2560,2560,9,2025-03-23,2025-03-23,1
2561,2561,13,2025-04-02,2025-04-02,1
2562,2562,2,2025-03-25,2025-03-25,1
2563,2563,2,2025-03-25,2025-03-25,1
2564,2564,10,2025-03-16,2025-03-23,0
2565,2565,8,2025-03-23,2025-03-23,1
2566,2566,2,2025-03-08,2025-03-08,1
2567,2567,12,2025-03-25,2025-03-25,1
2568,2568,3,2025-03-25,2025-03-25,1
2569,2569,5,2025-03-13,2025-03-13,1
2570,2570,6,2025-03-15,2025-03-15,1
2571,2571,12,2025-04-03,2025-04-03,1
2572,2572,3,2025-03-23,2025-03-23,1
2573,2573,3,2025-03-30,2025-03-30,0
2574,2574,13,2025-04-03,2025-04-10,0
2575,2575,3,2025-03-31,2025-03-31,0
2576,2576,3,2025-04-05,2025-04-05,1
2577,2577,7,2025-03-28,2025-04-04,0
2578,2578,4,2025-03-13,2025-03-13,1
2579,2579,8,2025-03-16,2025-03-16,1
2580,2580,14,2025-03-11,2025-03-11,0
2581,2581,11,2025-03-26,2025-03-26,0
2582,2582,1,2025-03-26,2025-04-02,0
2583,2583,3,2025-03-17,2025-03-17,1
2584,2584,6,2025-03-26,2025-03-26,1
2585,2585,10,2025-03-17,2025-03-17,0
2586,2586,2,2025-03-29,2025-03-29,1
2587,2587,1,2025-03-31,2025-04-07,0
2588,2588,14,2025-03-24,2025-03-24,0
2589,2589,2,2025-03-19,2025-03-19,1
2590,2590,15,2025-03-26,2025-03-26,1
2591,2591,2,2025-03-26,2025-03-26,1
2592,2592,1,2025-03-20,2025-03-20,0
2593,2593,15,2025-03-23,2025-03-23,1
2594,2594,9,2025-03-13,2025-03-13,1
2595,2595,12,2025-03-24,2025-03-24,1
2596,2596,15,2025-03-16,2025-03-16,1
2597,2597,11,2025-03-28,2025-04-04,0
2598,2598,9,2025-04-04,2025-04-04,1
2599,2599,3,2025-03-25,2025-03-25,0
2600,2600,6,2025-03-21,2025-03-21,1
2601,2601,5,2025-03-25,2025-03-25,1
2602,2602,9,2025-04-04,2025-04-04,1
2603,2603,15,2025-03-15,2025-03-15,1
2604,2604,12,2025-03-19,2025-03-19,1
2605,2605,12,2025-03-20,2025-03-20,1
2606,2606,5,2025-04-02,2025-04-02,1
2607,2607,13,2025-04-05,2025-04-05,0
2608,2608,14,2025-03-09,2025-03-09,0
2609,2609,9,2025-03-25,2025-03-25,1
2610,2610,12,2025-04-04,2025-04-04,1
2611,2611,2,2025-03-10,2025-03-10,1
2612,2612,4,2025-03-10,2025-03-10,1
2613,2613,15,2025-04-02,2025-04-02,0
2614,2614,3,2025-03-22,2025-03-29,0
2615,2615,12,2025-03-21,2025-03-21,1
2616,2616,14,2025-03-17,2025-03-24,0
2617,2617,11,2025-03-20,2025-03-27,0
2618,2618,13,2025-03-15,2025-03-22,0
2619,2619,10,2025-03-31,2025-04-07,0
2620,2620,13,2025-03-29,2025-03-29,1
2621,2621,7,2025-03-12,2025-03-12,0
2622,2622,5,2025-03-27,2025-03-27,1
2623,2623,6,2025-03-19,2025-03-19,1
2624,2624,10,2025-03-13,2025-03-20,0
2625,2625,13,2025-03-31,2025-03-31,0
2626,2626,1,2025-04-02,2025-04-02,0
2627,2627,15,2025-03-17,2025-03-17,0
2628,2628,14,2025-04-03,2025-04-03,0
2629,2629,6,2025-03-20,2025-03-20,1
2630,2630,9,2025-03-25,2025-03-25,1
2631,2631,7,2025-03-09,2025-03-09,1
2632,2632,9,2025-03-10,2025-03-10,1
2633,2633,9,2025-03-17,2025-03-17,1
2634,2634,8,2025-04-01,2025-04-01,1
2635,2635,13,2025-03-07,2025-03-07,1
2636,2636,6,2025-03-27,2025-03-27,1
2637,2637,8,2025-03-23,2025-03-23,1
2638,2638,15,2025-03-22,2025-03-22,1
2639,2639,11,2025-04-01,2025-04-08,0
2640,2640,1,2025-03-15,2025-03-15,0
2641,2641,13,2025-03-29,2025-03-29,0
2642,2642,9,2025-03-17,2025-03-17,1
2643,2643,4,2025-04-04,2025-04-04,1
2644,2644,10,2025-03-28,2025-04-04,0
2645,2645,13,2025-03-29,2025-03-29,1
2646,2646,2,2025-03-19,2025-03-19,1
2647,2647,10,2025-03-10,2025-03-17,0
2648,2648,1,2025-03-27,2025-04-03,0
2649,2649,6,2025-03-16,2025-03-16,1
2650,2650,10,2025-03-27,2025-04-03,0
2651,2651,3,2025-03-12,2025-03-12,1
2652,2652,8,2025-03-20,2025-03-20,1
2653,2653,2,2025-03-24,2025-03-24,1
2654,2654,10,2025-03-18,2025-03-18,0
2655,2655,15,2025-03-22,2025-03-22,1
2656,2656,2,2025-03-20,2025-03-20,1
2657,2657,15,2025-04-04,2025-04-04,0
2658,2658,10,2025-03-25,2025-03-25,0
2659,2659,3,2025-03-25,2025-03-25,0
2660,2660,11,2025-03-11,2025-03-18,0
2661,2661,2,2025-03-27,2025-03-27,1
2662,2662,13,2025-03-19,2025-03-26,0
2663,2663,9,2025-04-03,2025-04-03,1
2664,2664,8,2025-03-27,2025-03-27,1
2665,2665,14,2025-03-26,2025-03-26,0
2666,2666,2,2025-03-25,2025-03-25,1
2667,2667,4,2025-03-27,2025-03-27,1
2668,2668,10,2025-03-25,2025-04-01,0
2669,2669,14,2025-03-29,2025-04-05,0
2670,2670,5,2025-03-31,2025-03-31,1
2671,2671,13,2025-03-25,2025-04-01,0
2672,2672,6,2025-03-12,2025-03-12,1
2673,2673,2,2025-03-28,2025-03-28,1
2674,2674,10,2025-04-02,2025-04-09,0
2675,2675,6,2025-03-31,2025-03-31,1
2676,2676,4,2025-03-30,2025-03-30,1
2677,2677,7,2025-03-26,2025-04-02,0
2678,2678,6,2025-03-28,2025-03-28,1
2679,2679,11,2025-03-23,2025-03-30,0
2680,2680,1,2025-03-12,2025-03-19,0
2681,2681,12,2025-03-21,2025-03-21,1
2682,2682,12,2025-04-01,2025-04-01,1
2683,2683,15,2025-03-30,2025-03-30,1
2684,2684,4,2025-03-31,2025-03-31,1
2685,2685,5,2025-03-25,2025-03-25,1
2686,2686,13,2025-03-07,2025-03-07,0
2687,2687,1,2025-03-24,2025-03-24,0
2688,2688,4,2025-03-22,2025-03-22,1
2689,2689,12,2025-03-15,2025-03-15,1
2690,2690,9,2025-03-09,2025-03-09,1
2691,2691,4,2025-03-13,2025-03-13,1
2692,2692,13,2025-03-22,2025-03-22,0
2693,2693,14,2025-03-24,2025-03-24,0
2694,2694,13,2025-03-18,2025-03-18,1
2695,2695,6,2025-03-25,2025-03-25,1
2696,2696,11,2025-03-30,2025-03-30,0
2697,2697,3,2025-04-01,2025-04-08,0
2698,2698,14,2025-03-11,2025-03-11,0
2699,2699,5,2025-03-19,2025-03-19,1
2700,2700,2,2025-03-17,2025-03-17,1
2701,2701,9,2025-03-28,2025-03-28,1
2702,2702,2,2025-04-02,2025-04-02,1
2703,2703,6,2025-03-26,2025-03-26,1
2704,2704,11,2025-03-29,2025-03-29,0
2705,2705,1,2025-03-14,2025-03-14,0
2706,2706,8,2025-03-22,2025-03-22,0
2707,2707,2,2025-03-15,2025-03-15,1
2708,2708,4,2025-03-28,2025-03-28,1
2709,2709,12,2025-03-17,2025-03-17,1
2710,2710,5,2025-04-02,2025-04-02,1
2711,2711,12,2025-03-26,2025-03-26,1
2712,2712,3,2025-04-01,2025-04-01,1
2713,2713,4,2025-03-20,2025-03-20,1
2714,2714,8,2025-03-15,2025-03-15,1
2715,2715,10,2025-04-04,2025-04-04,0
2716,2716,15,2025-03-24,2025-03-24,0
2717,2717,3,2025-03-30,2025-03-30,1
2718,2718,11,2025-04-01,2025-04-08,0
2719,2719,12,2025-03-06,2025-03-06,1
2720,2720,7,2025-04-04,2025-04-04,0
2721,2721,3,2025-03-10,2025-03-10,1
2722,2722,9,2025-03-19,2025-03-19,1
2723,2723,4,2025-03-30,2025-03-30,1
2724,2724,3,2025-03-29,2025-03-29,1
2725,2725,6,2025-03-25,2025-03-25,1
2726,2726,7,2025-03-31,2025-03-31,1
2727,2727,12,2025-03-29,2025-03-29,1
2728,2728,5,2025-04-01,2025-04-01,1
2729,2729,15,2025-03-25,2025-04-01,0
2730,2730,13,2025-03-21,2025-03-21,1
2731,2731,5,2025-03-19,2025-03-19,1
2732,2732,2,2025-03-23,2025-03-23,1
2733,2733,10,2025-03-28,2025-04-04,0
2734,2734,5,2025-03-28,2025-03-28,1
2735,2735,7,2025-03-24,2025-03-31,0
2736,2736,6,2025-03-27,2025-03-27,1
2737,2737,2,2025-03-13,2025-03-13,1
2738,2738,7,2025-04-04,2025-04-04,0
2739,2739,14,2025-03-16,2025-03-16,0
2740,2740,5,2025-03-21,2025-03-21,1
2741,2741,8,2025-03-18,2025-03-25,0
2742,2742,2,2025-04-04,2025-04-04,1
2743,2743,14,2025-03-23,2025-03-23,0
2744,2744,11,2025-03-24,2025-03-31,0
2745,2745,2,2025-03-20,2025-03-20,1
2746,2746,6,2025-03-27,2025-03-27,1
2747,2747,11,2025-04-04,2025-04-11,0
2748,2748,6,2025-03-16,2025-03-16,1
2749,2749,4,2025-03-23,2025-03-23,1
2750,2750,11,2025-03-31,2025-04-07,0
2751,2751,4,2025-03-22,2025-03-22,1
2752,2752,5,2025-03-22,2025-03-22,1
2753,2753,3,2025-03-29,2025-03-29,1
2754,2754,11,2025-03-26,2025-03-26,0
2755,2755,9,2025-03-13,2025-03-13,1
2756,2756,1,2025-03-15,2025-03-22,0
2757,2757,1,2025-03-11,2025-03-18,0
2758,2758,5,2025-03-13,2025-03-13,1
2759,2759,3,2025-03-21,2025-03-21,1
2760,2760,10,2025-03-21,2025-03-28,0
2761,2761,12,2025-03-14,2025-03-14,1
2762,2762,12,2025-03-31,2025-03-31,1
2763,2763,1,2025-04-03,2025-04-10,0
2764,2764,10,2025-03-24,2025-03-24,0
2765,2765,3,2025-03-11,2025-03-11,1
2766,2766,11,2025-03-30,2025-03-30,0
2767,2767,5,2025-03-31,2025-03-31,1
2768,2768,12,2025-03-21,2025-03-21,1
2769,2769,15,2025-03-24,2025-03-24,1
2770,2770,9,2025-04-03,2025-04-03,1
2771,2771,7,2025-03-28,2025-03-28,0
2772,2772,2,2025-03-08,2025-03-08,1
2773,2773,10,2025-03-19,2025-03-26,0
2774,2774,15,2025-03-19,2025-03-19,0
2775,2775,10,2025-04-01,2025-04-08,0
2776,2776,8,2025-03-17,2025-03-17,1
2777,2777,11,2025-03-26,2025-03-26,0
2778,2778,4,2025-04-02,2025-04-02,1
2779,2779,6,2025-03-19,2025-03-19,1
2780,2780,15,2025-03-23,2025-03-23,1
2781,2781,6,2025-03-15,2025-03-15,1
2782,2782,10,2025-03-20,2025-03-20,0
2783,2783,4,2025-04-03,2025-04-03,1
2784,2784,8,2025-04-02,2025-04-02,1
2785,2785,15,2025-03-18,2025-03-25,0
2786,2786,7,2025-03-19,2025-03-19,0
2787,2787,10,2025-03-12,2025-03-19,0
2788,2788,7,2025-03-30,2025-03-30,1
2789,2789,10,2025-03-21,2025-03-21,0
2790,2790,6,2025-03-24,2025-03-24,1
2791,2791,3,2025-03-18,2025-03-18,0
2792,2792,9,2025-03-15,2025-03-15,1
2793,2793,9,2025-04-01,2025-04-01,1
2794,2794,4,2025-03-25,2025-03-25,1
2795,2795,1,2025-03-25,2025-04-01,0
2796,2796,6,2025-03-24,2025-03-24,1
2797,2797,5,2025-03-26,2025-03-26,1
2798,2798,15,2025-03-14,2025-03-14,0
2799,2799,6,2025-03-26,2025-03-26,1
2800,2800,15,2025-03-13,2025-03-13,0
2801,2801,11,2025-03-10,2025-03-17,0
2802,2802,8,2025-04-04,2025-04-04,0
2803,2803,2,2025-03-21,2025-03-21,1
2804,2804,9,2025-03-27,2025-03-27,1
2805,2805,1,2025-03-16,2025-03-23,0
2806,2806,8,2025-03-26,2025-03-26,1
2807,2807,9,2025-03-18,2025-03-18,1
2808,2808,2,2025-04-04,2025-04-04,1
2809,2809,6,2025-03-15,2025-03-15,1
2810,2810,13,2025-03-09,2025-03-16,0
2811,2811,15,2025-03-19,2025-03-19,0
2812,2812,6,2025-03-05,2025-03-05,1
2813,2813,13,2025-03-12,2025-03-12,0
2814,2814,3,2025-03-22,2025-03-22,1
2815,2815,3,2025-03-08,2025-03-15,0
2816,2816,11,2025-03-31,2025-04-07,0
2817,2817,14,2025-03-30,2025-03-30,0
2818,2818,12,2025-03-18,2025-03-18,1
2819,2819,6,2025-03-25,2025-03-25,1
2820,2820,3,2025-03-28,2025-03-28,1
2821,2821,2,2025-03-20,2025-03-20,1
2822,2822,8,2025-03-28,2025-04-04,0
2823,2823,15,2025-03-28,2025-03-28,0
2824,2824,14,2025-03-21,2025-03-21,0
2825,2825,12,2025-03-27,2025-03-27,1
2826,2826,7,2025-03-27,2025-03-27,1
2827,2827,10,2025-03-14,2025-03-21,0
2828,2828,6,2025-03-18,2025-03-18,1
2829,2829,10,2025-03-19,2025-03-26,0
2830,2830,12,2025-03-07,2025-03-07,1
2831,2831,6,2025-03-18,2025-03-18,1
2832,2832,7,2025-03-29,2025-04-05,0
2833,2833,1,2025-03-14,2025-03-14,0
2834,2834,12,2025-03-18,2025-03-18,1
2835,2835,7,2025-03-29,2025-03-29,1
2836,2836,3,2025-03-18,2025-03-25,0
2837,2837,2,2025-03-28,2025-03-28,1
2838,2838,5,2025-03-16,2025-03-16,1
2839,2839,13,2025-03-27,2025-03-27,0
2840,2840,10,2025-03-21,2025-03-28,0
2841,2841,13,2025-03-20,2025-03-20,0
2842,2842,15,2025-03-17,2025-03-17,1
2843,2843,9,2025-03-10,2025-03-10,1
2844,2844,12,2025-03-21,2025-03-21,1
2845,2845,8,2025-03-19,2025-03-19,1
2846,2846,15,2025-04-05,2025-04-05,1
2847,2847,3,2025-03-22,2025-03-22,0
2848,2848,7,2025-03-30,2025-04-06,0
2849,2849,14,2025-03-27,2025-04-03,0
2850,2850,1,2025-03-29,2025-04-05,0
2851,2851,13,2025-03-13,2025-03-13,1
2852,2852,14,2025-03-10,2025-03-10,0
2853,2853,5,2025-03-19,2025-03-19,1
2854,2854,13,2025-03-19,2025-03-19,1
2855,2855,14,2025-04-05,2025-04-12,0
2856,2856,4,2025-03-31,2025-03-31,1
2857,2857,11,2025-03-29,2025-03-29,0
2858,2858,6,2025-03-23,2025-03-23,1
2859,2859,3,2025-03-19,2025-03-26,0
2860,2860,6,2025-04-01,2025-04-01,1
2861,2861,12,2025-03-29,2025-03-29,1
2862,2862,1,2025-03-19,2025-03-26,0
2863,2863,12,2025-03-18,2025-03-18,1
2864,2864,5,2025-03-16,2025-03-16,1
2865,2865,15,2025-03-22,2025-03-22,1
2866,2866,6,2025-03-28,2025-03-28,1
2867,2867,2,2025-04-02,2025-04-02,1
2868,2868,9,2025-03-09,2025-03-09,1
2869,2869,10,2025-03-14,2025-03-21,0
2870,2870,5,2025-03-23,2025-03-23,1
2871,2871,5,2025-03-16,2025-03-16,1
2872,2872,9,2025-03-05,2025-03-05,1
2873,2873,8,2025-04-01,2025-04-01,1
2874,2874,14,2025-03-24,2025-03-31,0
2875,2875,5,2025-03-31,2025-03-31,1
2876,2876,3,2025-03-14,2025-03-21,0
2877,2877,12,2025-03-15,2025-03-15,1
2878,2878,15,2025-03-17,2025-03-17,1
2879,2879,2,2025-03-22,2025-03-22,1
2880,2880,6,2025-03-21,2025-03-21,1
2881,2881,6,2025-03-11,2025-03-11,1
2882,2882,8,2025-03-19,2025-03-19,1
2883,2883,6,2025-03-19,2025-03-19,1
2884,2884,9,2025-03-29,2025-03-29,1
2885,2885,11,2025-04-01,2025-04-08,0
2886,2886,14,2025-04-02,2025-04-02,0
2887,2887,2,2025-03-18,2025-03-18,1
2888,2888,4,2025-03-24,2025-03-24,1
2889,2889,10,2025-03-28,2025-04-04,0
2890,2890,5,2025-03-26,2025-03-26,1
2891,2891,14,2025-03-11,2025-03-11,0
2892,2892,15,2025-03-13,2025-03-20,0
2893,2893,11,2025-03-10,2025-03-17,0
2894,2894,9,2025-03-11,2025-03-11,1
2895,2895,14,2025-03-11,2025-03-18,0
2896,2896,5,2025-03-29,2025-03-29,1
2897,2897,1,2025-03-19,2025-03-19,0
2898,2898,15,2025-03-21,2025-03-21,1
2899,2899,1,2025-03-15,2025-03-22,0
2900,2900,12,2025-03-30,2025-03-30,1
2901,2901,5,2025-03-21,2025-03-21,1
2902,2902,11,2025-03-22,2025-03-22,0
2903,2903,2,2025-03-24,2025-03-24,1
2904,2904,1,2025-03-17,2025-03-24,0
2905,2905,5,2025-03-25,2025-03-25,1
2906,2906,3,2025-04-05,2025-04-05,0
2907,2907,6,2025-03-31,2025-03-31,1
2908,2908,15,2025-03-26,2025-03-26,1
2909,2909,3,2025-03-30,2025-03-30,1
2910,2910,9,2025-03-27,2025-03-27,1
2911,2911,2,2025-03-20,2025-03-20,1
2912,2912,1,2025-03-21,2025-03-21,0
2913,2913,15,2025-04-01,2025-04-01,1
2914,2914,8,2025-03-14,2025-03-14,1
2915,2915,8,2025-03-22,2025-03-29,0
2916,2916,12,2025-03-26,2025-03-26,1
2917,2917,10,2025-04-01,2025-04-01,0
2918,2918,3,2025-03-18,2025-03-18,0
2919,2919,2,2025-03-22,2025-03-22,1
2920,2920,6,2025-04-01,2025-04-01,1
2921,2921,12,2025-03-31,2025-03-31,1
2922,2922,8,2025-03-19,2025-03-26,0
2923,2923,13,2025-03-28,2025-03-28,1
2924,2924,10,2025-03-30,2025-03-30,0
2925,2925,4,2025-03-22,2025-03-22,1
2926,2926,9,2025-03-16,2025-03-16,1
2927,2927,15,2025-03-15,2025-03-22,0
2928,2928,4,2025-03-25,2025-03-25,1
2929,2929,13,2025-03-28,2025-03-28,0
2930,2930,11,2025-03-19,2025-03-19,0
2931,2931,10,2025-03-04,2025-03-04,0
2932,2932,2,2025-03-18,2025-03-18,1
2933,2933,12,2025-03-20,2025-03-20,1
2934,2934,9,2025-03-17,2025-03-17,1
2935,2935,13,2025-03-21,2025-03-21,1
2936,2936,3,2025-03-12,2025-03-12,0
2937,2937,1,2025-03-20,2025-03-20,0
2938,2938,7,2025-03-17,2025-03-17,0
2939,2939,12,2025-03-22,2025-03-22,1
2940,2940,2,2025-03-29,2025-03-29,1
2941,2941,15,2025-03-12,2025-03-12,0
2942,2942,12,2025-04-04,2025-04-04,1
2943,2943,10,2025-03-28,2025-04-04,0
2944,2944,10,2025-03-30,2025-03-30,0
2945,2945,13,2025-03-07,2025-03-07,1
2946,2946,11,2025-04-01,2025-04-08,0
2947,2947,13,2025-03-28,2025-03-28,1
2948,2948,11,2025-03-21,2025-03-28,0
2949,2949,9,2025-03-28,2025-03-28,1
2950,2950,8,2025-03-16,2025-03-16,1
2951,2951,9,2025-03-17,2025-03-17,1
2952,2952,14,2025-03-22,2025-03-22,0
2953,2953,6,2025-03-14,2025-03-14,1
2954,2954,2,2025-03-10,2025-03-10,1
2955,2955,15,2025-03-18,2025-03-18,0
2956,2956,7,2025-03-30,2025-03-30,0
2957,2957,4,2025-03-26,2025-03-26,1
2958,2958,3,2025-03-29,2025-03-29,1
2959,2959,8,2025-03-27,2025-04-03,0
2960,2960,6,2025-03-21,2025-03-21,1
2961,2961,6,2025-03-22,2025-03-22,1
2962,2962,5,2025-03-26,2025-03-26,1
2963,2963,9,2025-03-22,2025-03-22,1
2964,2964,13,2025-04-01,2025-04-01,1
2965,2965,11,2025-03-15,2025-03-15,0
2966,2966,9,2025-03-20,2025-03-20,1
2967,2967,4,2025-03-27,2025-03-27,1
2968,2968,10,2025-03-31,2025-03-31,0
2969,2969,13,2025-03-31,2025-03-31,1
2970,2970,1,2025-03-22,2025-03-22,0
2971,2971,6,2025-03-31,2025-03-31,1
2972,2972,5,2025-03-18,2025-03-18,1
2973,2973,3,2025-03-27,2025-03-27,1
2974,2974,15,2025-03-21,2025-03-21,0
2975,2975,15,2025-03-29,2025-03-29,0
2976,2976,6,2025-03-11,2025-03-11,1
2977,2977,5,2025-03-23,2025-03-23,1
2978,2978,1,2025-04-03,2025-04-03,0
2979,2979,9,2025-03-26,2025-03-26,1
2980,2980,3,2025-03-24,2025-03-31,0
2981,2981,14,2025-03-20,2025-03-27,0
2982,2982,13,2025-03-21,2025-03-21,0
2983,2983,4,2025-03-30,2025-03-30,1
2984,2984,9,2025-03-21,2025-03-21,1
2985,2985,11,2025-03-31,2025-04-07,0
2986,2986,2,2025-04-04,2025-04-04,1
